nRun	rsrp1	rsrq1	rsrp2	rsrq2	rsrp3	rsrq3	region	throughput
2523	-96.4492	-8.925469999999999	-92.3452	-4.82146	-101.27799999999999	-13.7544	inferior	3.4710523847618
2524	-98.7738	-10.2797	-95.2605	-6.76646	-95.586	-7.09197	central	1.22755648
2525	-97.6058	-9.33545	-98.0688	-9.79849	-93.824	-5.55361	superior	3.9321477120384
2526	-97.7982	-9.40668	-94.1925	-5.80103	-97.52600000000001	-9.13446	central	2.6634447431365493
2527	-97.9682	-9.55301	-97.2688	-8.853580000000001	-94.2888	-5.87359	superior	3.9573759045920727
2528	-96.5104	-8.94707	-92.4138	-4.85049	-101.035	-13.4721	inferior	3.369730858841488
2529	-97.5993	-9.36092	-93.7365	-5.4981	-98.1588	-9.92033	central	2.7735153114192572
2530	-97.2183	-9.08915	-98.801	-10.6719	-93.4951	-5.3660000000000005	superior	3.783185258011852
2531	-96.6458	-8.93243	-100.41799999999999	-12.7043	-92.6867	-4.973380000000001	superior	3.7445688046638557
2532	-96.3366	-8.847669999999999	-92.2877	-4.798769999999999	-101.681	-14.1922	inferior	3.7434547839979055
2533	-97.6013	-9.35341	-93.762	-5.51417	-98.1325	-9.88463	central	2.760191369927019
2534	-96.7353	-8.86722	-99.9238	-12.0557	-92.9884	-5.12029	superior	3.7441231168413815
2535	-96.2958	-8.808910000000001	-92.2856	-4.79866	-101.815	-14.3286	inferior	3.74601802316754
2536	-97.1999	-9.13609	-98.9744	-10.9106	-93.3423	-5.278569999999999	superior	3.7836402945625007
2537	-96.71	-8.89062	-92.891	-5.07165	-100.072	-12.2529	central	3.0540233149114955
2538	-98.1356	-9.69469	-96.9891	-8.548169999999999	-94.4152	-5.97432	superior	3.9719916285500534
2539	-97.4118	-9.22947	-93.6046	-5.4222	-98.4825	-10.3002	central	2.7501769279021526
2540	-97.616	-9.29433	-93.9716	-5.6499	-97.9179	-9.59629	central	2.7285290820342567
2541	-96.6614	-8.92448	-100.337	-12.6002	-92.7314	-4.99441	superior	3.7406726301426056
2542	-97.7842	-9.47264	-93.9383	-5.62679	-97.7799	-9.46832	central	2.718278677900195
2543	-96.5748	-8.95164	-92.5204	-4.89726	-100.757	-13.1343	central	3.2592307094568347
2544	-98.1403	-9.66615	-94.5612	-6.08714	-96.8465	-8.37241	central	2.5249652847453548
2545	-96.3278	-8.734160000000001	-92.2663	-4.67274	-103.635	-16.0416	inferior	3.923320269018867
2546	-96.686	-8.90916	-92.8078	-5.0309800000000005	-100.206	-12.4297	central	3.0854082683536856
2547	-96.2401	-8.6631	-92.2934	-4.71632	-103.415	-15.8375	inferior	3.79230683451828
2548	-96.2821	-8.85068	-92.1479	-4.716480000000001	-102.40100000000001	-14.9696	inferior	3.7623712403682563
2549	-96.27	-8.59667	-92.3986	-4.725280000000001	-103.75200000000001	-16.0782	inferior	3.8194735931471797
2550	-96.4376	-8.9196	-92.3354	-4.8173900000000005	-101.322	-13.8043	inferior	3.497575334736116
2551	-96.7184	-8.88335	-92.92200000000001	-5.08699	-100.024	-12.1891	central	3.0417679750332995
2552	-97.963	-9.58109	-94.17	-5.78808	-97.3857	-9.00377	central	2.6480306410202448
2553	-96.2877	-8.84447	-92.1213	-4.678030000000001	-102.87100000000001	-15.4276	inferior	3.7742206598258496
2554	-96.2722	-8.73354	-92.2293	-4.6906	-103.345	-15.8068	inferior	3.7913926979851214
2555	-96.4009	-8.89767	-92.3105	-4.80732	-101.458	-13.9544	inferior	3.553782151037504
2556	-96.9784	-9.01272	-93.155	-5.18926	-99.4281	-11.4624	central	2.9077235575089952
2557	-96.2951	-8.87019	-92.1366	-4.71175	-102.365	-14.9402	inferior	3.771166543287948
2558	-98.4603	-9.98297	-94.70700000000001	-6.22966	-96.4088	-7.9314	central	2.4269736778658375
2559	-98.1396	-9.66987	-94.5413	-6.07147	-96.866	-8.39627	central	2.5207163748547616
2560	-98.4637	-9.958039999999999	-94.8958	-6.3901900000000005	-96.2247	-7.719110000000001	central	2.389912269872232
2561	-96.6676	-8.92097	-100.305	-12.5584	-92.7497	-5.0031300000000005	superior	3.7406726301426056
2562	-98.3019	-9.82204	-94.64399999999999	-6.1641900000000005	-96.6158	-8.13601	central	2.468399246704331
2563	-96.2991	-8.66606	-92.3315	-4.69841	-103.693	-16.0604	inferior	3.9234426009709678
2564	-97.6176	-9.2878	-97.8932	-9.563460000000001	-93.9958	-5.66604	superior	3.9231979446950875
2565	-97.1964	-9.14451	-99.0054	-10.9535	-93.3153	-5.26345	superior	3.782730330897274
2566	-98.4628	-9.96461	-96.2778	-7.779669999999999	-94.8414	-6.3432699999999995	superior	4.009582532717696
2567	-98.3022	-9.8194	-96.6001	-8.1173	-94.6601	-6.1772599999999995	superior	3.9964656297740837
2568	-98.7734	-10.2835	-95.6806	-7.19065	-95.1651	-6.6752199999999995	superior	4.058087528622569
2569	-96.6428	-8.9338	-100.43299999999999	-12.7238	-92.6785	-4.96954	superior	3.7406726301426056
2570	-96.4636	-8.931939999999999	-92.3587	-4.82707	-101.223	-13.6913	inferior	3.4530493962678377
2571	-96.9776	-9.0141	-99.4339	-11.4704	-93.1503	-5.18679	superior	3.7619213049470677
2572	-97.9692	-9.547880000000001	-97.2466	-8.8253	-94.3114	-5.89011	superior	3.955758572232474
2573	-96.2894	-8.80233	-92.286	-4.79899	-101.836	-14.3491	inferior	3.7434547839979055
2574	-96.9762	-9.01653	-93.1421	-5.18244	-99.4443	-11.4846	central	2.896945557855283
2575	-96.7145	-8.88672	-100.046	-12.2184	-92.9077	-5.07991	superior	3.7404502364737326
2576	-96.615	-8.94408	-92.6076	-4.93671	-100.57	-12.899000000000001	central	3.116124814264487
2577	-98.2999	-9.83537	-94.5663	-6.10175	-96.6914	-8.22692	central	2.485562579013907
2578	-96.2632	-8.77438	-92.29	-4.80125	-101.919	-14.4301	inferior	3.7471335701799573
2579	-97.4157	-9.21679	-93.6466	-5.44768	-98.4377	-10.2388	central	2.7490353293818726
2580	-97.6109	-9.31515	-93.8958	-5.60004	-97.9953	-9.699589999999999	central	2.7405929898002968
2581	-97.6106	-9.31634	-97.9997	-9.70542	-93.8915	-5.59727	superior	3.931410574859167
2582	-96.2581	-8.70256	-92.2573	-4.70181	-103.376	-15.8206	inferior	3.8027362484927054
2583	-98.4603	-9.9837	-96.4135	-7.93698	-94.7021	-6.22558	superior	4.018032896816654
2584	-96.6998	-8.89891	-100.13	-12.329	-92.8547	-5.05379	superior	3.7445688046638557
2585	-96.3364	-8.7545	-92.2471	-4.6652	-103.618	-16.0357	inferior	3.923320269018867
2586	-96.5047	-8.945730000000001	-92.4061	-4.847180000000001	-101.059	-13.5001	inferior	3.389793103448276
2587	-96.1667	-8.607330000000001	-92.3178	-4.758380000000001	-103.155	-15.5955	inferior	3.7761461612563436
2588	-98.9244	-10.456	-95.4477	-6.97927	-95.2639	-6.79551	superior	4.080326869446786
2589	-96.291	-8.64677	-92.3501	-4.70581	-103.71	-16.0655	inferior	3.9241767529182816
2590	-97.2115	-9.10675	-93.4373	-5.33256	-98.8662	-10.7614	central	2.806737287284943
2591	-96.2783	-8.79075	-92.2873	-4.79977	-101.87100000000001	-14.3838	inferior	3.744345947490113
2592	-97.7954	-9.419880000000001	-94.1391	-5.76356	-97.5792	-9.203669999999999	central	2.6855003734926903
2593	-97.7973	-9.41071	-97.5423	-9.1557	-94.1761	-5.78945	superior	3.942620264388957
2594	-98.6188	-10.1269	-94.9313	-6.43951	-96.0484	-7.55662	central	2.36809792397116
2595	-96.3305	-8.74051	-92.2603	-4.670380000000001	-103.63	-16.0398	inferior	3.9234426009709678
2596	-97.7931	-9.43097	-94.0953	-5.73318	-97.6229	-9.26079	central	2.6926263080182316
2597	-96.1319	-8.602	-92.3192	-4.78936	-102.791	-15.2609	inferior	3.7651857769957897
2598	-96.669	-8.92015	-92.75399999999999	-5.00514	-100.29799999999999	-12.5488	central	3.1045921539600294
2599	-97.9668	-9.5606	-94.2559	-5.84964	-97.3012	-8.895	central	2.62461140544825
2600	-96.6871	-8.908339999999999	-92.8116	-5.032830000000001	-100.2	-12.4214	central	3.085937952176579
2601	-98.7729	-10.2877	-95.7562	-7.27095	-95.0885	-6.60332	superior	4.059658654621713
2602	-96.9455	-9.065539999999999	-99.6611	-11.7811	-92.9759	-5.095940000000001	superior	3.762146259205109
2603	-96.9325	-9.08424	-92.9116	-5.06338	-99.7483	-11.9001	central	2.9760133960563935
2604	-97.4251	-9.185410000000001	-98.3248	-10.0851	-93.75299999999999	-5.513319999999999	superior	3.794022029181278
2605	-98.464	-9.95509	-96.1995	-7.6905	-94.9217	-6.4126900000000004	superior	4.023814960138914
2606	-96.2567	-8.7672	-92.2915	-4.80203	-101.939	-14.4494	inferior	3.7471335701799573
2607	-96.5367	-8.951310000000001	-92.4528	-4.867380000000001	-100.925	-13.3395	inferior	3.337465386451647
2608	-96.9942	-8.98437	-99.3084	-11.2986	-93.2506	-5.2407699999999995	superior	3.7614714771269964
2609	-96.2063	-8.70737	-92.3099	-4.81095	-102.09100000000001	-14.5925	inferior	3.7471335701799573
2610	-96.9918	-8.98881	-93.2356	-5.23262	-99.32700000000001	-11.324000000000002	central	2.8873730756257014
2611	-96.2799	-8.75026	-92.2142	-4.68461	-103.329	-15.7991	inferior	3.794479676488416
2612	-96.5885	-8.95	-100.695	-13.0561	-92.5483	-4.9097599999999995	superior	3.7454604987036797
2613	-96.9245	-9.09501	-92.8741	-5.04464	-99.8002	-11.9707	central	2.9967091459450192
2614	-98.1389	-9.67479	-94.5153	-6.05124	-96.8914	-8.42734	central	2.526029751269749
2615	-98.1347	-9.70015	-97.0147	-8.580110000000001	-94.389	-5.95445	superior	3.9719916285500534
2616	-97.4222	-9.19517	-93.7196	-5.4925	-98.3602	-10.1332	central	2.730009047299804
2617	-96.6747	-8.62422	-92.7193	-4.66889	-104.803	-16.7524	inferior	4.0256172197676685
2618	-97.5992	-9.361289999999999	-93.7353	-5.49731	-98.16	-9.922080000000001	central	2.778966896426828
2619	-98.4643	-9.95352	-96.1856	-7.674869999999999	-94.9358	-6.42507	superior	4.010604925718985
2620	-96.9578	-9.04674	-99.5762	-11.6651	-93.04	-5.12887	superior	3.762146259205109
2621	-96.5198	-8.434569999999999	-92.8399	-4.754630000000001	-104.728	-16.6425	inferior	4.000404398790619
2622	-96.2031	-8.70343	-92.3114	-4.8116699999999994	-102.101	-14.600999999999999	inferior	3.7423414259839216
2623	-97.4216	-9.19742	-98.3683	-10.1442	-93.7119	-5.48776	superior	3.7956242779274296
2624	-96.1497	-8.63297	-92.3433	-4.82658	-102.25399999999999	-14.7378	inferior	3.74601802316754
2625	-97.2169	-9.0928	-98.8146	-10.6905	-93.4831	-5.359	superior	3.784095440588715
2626	-97.4095	-9.237169999999999	-93.5793	-5.40696	-98.5096	-10.3373	central	2.7576507097444396
2627	-96.6339	-8.93755	-100.477	-12.7811	-92.6548	-4.9585	superior	3.742230126605619
2628	-96.2732	-8.78535	-92.2881	-4.80021	-101.887	-14.3994	inferior	3.74601802316754
2629	-96.9153	-9.106860000000001	-99.8588	-12.0504	-92.8324	-5.024	superior	3.758662488686296
2630	-96.9534	-9.05371	-93.0163	-5.116630000000001	-99.6074	-11.7078	central	2.9531043838053375
2631	-96.2108	-8.69558	-92.2423	-4.727130000000001	-103.054	-15.5391	inferior	3.785233784869187
2632	-98.1396	-9.67041	-96.8689	-8.39973	-94.5383	-6.0692	superior	3.9729949386033323
2633	-96.9259	-9.093069999999999	-99.7908	-11.9579	-92.8809	-5.04801	superior	3.762258746423243
2634	-96.5673	-8.95213	-100.791	-13.1756	-92.5061	-4.89088	superior	3.7380056502713734
2635	-96.1442	-8.5615	-92.3579	-4.7752	-103.205	-15.6225	inferior	3.7834127626052
2636	-97.2239	-9.074119999999999	-93.5451	-5.39527	-98.7452	-10.5954	central	2.7787827861340353
2637	-96.2801	-8.8301	-92.1326	-4.68256	-102.889	-15.4394	inferior	3.776372820009544
2638	-97.1867	-9.16765	-99.0908	-11.0717	-93.2418	-5.22273	superior	3.7838678538886934
2639	-96.9215	-9.09895	-92.8603	-5.037780000000001	-99.8195	-11.9969	central	3.000138766031411
2640	-97.4197	-9.203510000000001	-98.3903	-10.174	-93.6912	-5.475	superior	3.8013576588089215
2641	-98.6203	-10.1143	-95.0742	-6.5682100000000005	-95.9084	-7.4024	central	2.3305961648524454
2642	-97.1729	-9.19892	-99.2067	-11.2327	-93.1434	-5.16935	superior	3.784550696130004
2643	-96.3415	-8.605189999999999	-92.4454	-4.7091199999999995	-103.992	-16.2557	inferior	3.9506664029312306
2644	-96.9207	-9.09989	-92.85700000000001	-5.03613	-99.8241	-12.0033	central	2.9998526645543824
2645	-96.912	-9.11099	-92.8177	-5.016780000000001	-99.8797	-12.0787	central	3.014152699294066
2646	-98.1324	-9.71406	-94.3242	-5.905880000000001	-97.0778	-8.659469999999999	central	2.5787297878881033
2647	-98.3044	-9.804789999999999	-96.5085	-8.00896	-94.75399999999999	-6.2544699999999995	superior	3.996592565771294
2648	-97.2197	-9.08531	-98.7868	-10.6524	-93.5078	-5.37341	superior	3.780570920377009
2649	-96.4122	-8.59516	-92.5198	-4.70273	-104.226	-16.4088	inferior	3.9669826697478805
2650	-97.3962	-9.27887	-93.4451	-5.32777	-98.6543	-10.537	central	2.7787827861340353
2651	-96.6089	-8.94577	-100.59899999999999	-12.936	-92.5932	-4.93015	superior	3.7439003127129262
2652	-96.676	-8.9158	-100.26	-12.5	-92.7758	-5.01558	superior	3.7380056502713734
2653	-97.4097	-9.236260000000001	-98.5065	-10.333	-93.5822	-5.40875	superior	3.8018170776291584
2654	-97.1741	-9.196439999999999	-99.1975	-11.2199	-93.1511	-5.17352	superior	3.781025328208996
2655	-96.125	-8.589789999999999	-92.3286	-4.79343	-102.80799999999999	-15.2723	inferior	3.7632714341684586
2656	-97.2049	-9.12368	-98.9286	-10.8474	-93.3823	-5.301159999999999	superior	3.783185258011852
2657	-97.7963	-9.41569	-97.5624	-9.18183	-94.1559	-5.7753	superior	3.9510385561008694
2658	-98.135	-9.69825	-94.3981	-5.96132	-97.0058	-8.56903	central	2.5691471507033916
2659	-98.462	-9.97067	-96.3235	-7.8322	-94.7946	-6.30331	superior	4.024844625133144
2660	-96.3107	-8.8236	-92.2853	-4.79825	-101.76700000000001	-14.2802	inferior	3.7471335701799573
2661	-97.2161	-9.09499	-98.8227	-10.7016	-93.4759	-5.35481	superior	3.7822755131792922
2662	-98.1381	-9.67946	-96.915	-8.456389999999999	-94.4911	-6.03249	superior	3.978396425962989
2663	-97.4096	-9.23658	-93.5812	-5.40813	-98.5076	-10.3345	central	2.758980948141846
2664	-96.9739	-9.02042	-93.12899999999999	-5.17549	-99.4611	-11.5075	central	2.9170258785564758
2665	-98.773	-10.2874	-95.7508	-7.265210000000001	-95.094	-6.608389999999999	superior	4.0638542776862705
2666	-96.6527	-8.929110000000001	-100.383	-12.659	-92.706	-4.98241	superior	3.7445688046638557
2667	-96.6968	-8.90128	-92.8441	-5.0486	-100.147	-12.3516	central	3.072
2668	-96.7316	-8.87094	-92.9733	-5.11267	-99.9463	-12.0857	central	3.022696688054463
2669	-97.6066	-9.332189999999999	-93.8354	-5.56093	-98.0571	-9.78271	central	2.772965218138665
2670	-96.4879	-8.94097	-92.3851	-4.83822	-101.12700000000001	-13.5802	inferior	3.411945009354918
2671	-96.2229	-8.71955	-92.2223	-4.71891	-103.02600000000001	-15.5227	inferior	3.7772797271862175
2672	-97.6055	-9.33655	-93.8201	-5.551159999999999	-98.0728	-9.80377	central	2.767841517253212
2673	-97.189	-9.1623	-93.2587	-5.23205	-99.071	-11.0443	central	2.8349405543752293
2674	-96.3177	-8.90343	-92.1184	-4.70412	-102.301	-14.8869	inferior	3.764284667231079
2675	-97.9629	-9.58204	-94.1661	-5.78532	-97.3895	-9.00871	central	2.648365044620306
2676	-96.4038	-8.57287	-92.5427	-4.71178	-104.241	-16.4101	inferior	3.9669826697478805
2677	-97.4109	-9.232510000000001	-93.5946	-5.41616	-98.4932	-10.3148	central	2.7551750488831863
2678	-96.5351	-8.47748	-92.7938	-4.736190000000001	-104.70299999999999	-16.645	inferior	3.9950698657929076
2679	-96.9289	-9.089080000000001	-92.8948	-5.05495	-99.7715	-11.9317	central	2.9846961793818982
2680	-96.4058	-8.57815	-92.5373	-4.709630000000001	-104.23700000000001	-16.4098	inferior	3.9659823936004237
2681	-96.6252	-8.94078	-100.52	-12.8355	-92.6328	-4.94829	superior	3.7406726301426056
2682	-96.1962	-8.71307	-92.2374	-4.75429	-102.63	-15.1466	inferior	3.766087318286438
2683	-96.9539	-9.05283	-99.6034	-11.7023	-93.0193	-5.118180000000001	superior	3.7625962484413358
2684	-97.1911	-9.15728	-99.0525	-11.0187	-93.2746	-5.24083	superior	3.7838678538886934
2685	-96.9763	-9.01638	-93.1426	-5.18271	-99.4437	-11.4838	central	2.8952791180876254
2686	-96.2389	-8.75072	-92.1965	-4.7084	-102.98899999999999	-15.5005	inferior	3.7772797271862175
2687	-97.6157	-9.29556	-93.96700000000001	-5.64689	-97.9226	-9.60245	central	2.7260463493947977
2688	-96.3749	-8.87919	-92.2983	-4.80255	-101.55	-14.054	inferior	3.5980887075327916
2689	-96.9673	-9.0315	-99.5091	-11.5733	-93.0916	-5.15576	superior	3.7625962484413358
2690	-97.9689	-9.54925	-97.2526	-8.832880000000001	-94.3053	-5.885669999999999	superior	3.956753697199153
2691	-97.618	-9.28609	-94.0022	-5.670319999999999	-97.8867	-9.55481	central	2.7120682817484267
2692	-97.96	-9.59714	-97.4493	-9.0864	-94.1055	-5.74257	superior	3.9545153696993314
2693	-96.3974	-8.89534	-92.3086	-4.80657	-101.47	-13.968	inferior	3.552778742471857
2694	-96.9561	-9.04946	-99.5884	-11.6817	-93.0307	-5.12408	superior	3.7610217568694497
2695	-96.3152	-8.70434	-92.2948	-4.68389	-103.661	-16.05	inferior	3.9241767529182816
2696	-96.5976	-8.94838	-92.5678	-4.9186	-100.652	-13.0031	central	3.145649358766031
2697	-96.35700000000001	-8.64439	-92.4063	-4.69362	-103.963	-16.2499	inferior	3.9514107793908444
2698	-96.12899999999999	-8.59683	-92.3232	-4.79108	-102.79799999999999	-15.2658	inferior	3.7612466035553194
2699	-97.1811	-9.18056	-99.1385	-11.138	-93.20100000000001	-5.20046	superior	3.780116621754373
2700	-97.5937	-9.38284	-98.2344	-10.0236	-93.6633	-5.45248	superior	3.9309193035948025
2701	-97.7834	-9.47608	-93.9259	-5.6185	-97.7924	-9.48502	central	2.7185135894222876
2702	-96.2137	-8.716510000000001	-92.3065	-4.80935	-102.07	-14.5725	inferior	3.7434547839979055
2703	-98.3021	-9.82002	-96.6039	-8.12175	-94.6563	-6.17414	superior	3.9953235685414095
2704	-97.9677	-9.55575	-97.2806	-8.86863	-94.2768	-5.86485	superior	3.955758572232474
2705	-96.6991	-8.8995	-92.8521	-5.0525	-100.134	-12.3346	central	3.0595258589247947
2706	-96.2548	-8.56034	-92.4341	-4.7396400000000005	-103.78200000000001	-16.0871	inferior	3.81866219944099
2707	-98.4645	-9.95157	-96.1679	-7.65495	-94.9539	-6.44095	superior	4.022914435339743
2708	-96.5009	-8.94478	-92.4012	-4.84509	-101.074	-13.5182	inferior	3.3891539849705072
2709	-97.7995	-9.40049	-97.5005	-9.10148	-94.2181	-5.81914	superior	3.946824921348385
2710	-96.3677	-8.87365	-92.2956	-4.80155	-101.575	-14.0808	inferior	3.653140015271121
2711	-97.404	-9.254760000000001	-98.571	-10.4218	-93.5221	-5.37293	superior	3.8020468286846083
2712	-96.4585	-8.50282	-92.6881	-4.73238	-104.494	-16.5385	inferior	3.9833081664244947
2713	-98.4645	-9.95145	-96.1668	-7.653689999999999	-94.955	-6.44196	superior	4.012779242978464
2714	-96.6482	-8.93131	-100.406	-12.6887	-92.6933	-4.97647	superior	3.7436775351000118
2715	-98.7732	-10.2857	-95.1234	-6.63594	-95.7217	-7.23424	central	1.24898688
2716	-96.3939	-8.54681	-92.5696	-4.72245	-104.259	-16.4117	inferior	3.9661074005314236
2717	-96.9964	-8.980210000000001	-93.2647	-5.24844	-99.291	-11.2748	central	2.8760875975140627
2718	-98.3023	-9.81874	-96.5962	-8.112639999999999	-94.6641	-6.18052	superior	3.9940553769191944
2719	-96.6891	-8.90696	-100.189	-12.4074	-92.8181	-5.03596	superior	3.7445688046638557
2720	-98.464	-9.95576	-96.2053	-7.69711	-94.9157	-6.40747	superior	4.016109233317694
2721	-96.9516	-9.05636	-93.0073	-5.1119900000000005	-99.6193	-11.7241	central	2.952827182251467
2722	-98.1407	-9.6633	-96.8313	-8.35393	-94.5768	-6.09935	superior	3.9751286563194026
2723	-96.2793	-8.791830000000001	-92.2872	-4.79969	-101.868	-14.3807	inferior	3.7471335701799573
2724	-96.3158	-8.828560000000001	-92.2855	-4.79823	-101.75	-14.263	inferior	3.7434547839979055
2725	-97.3937	-9.28664	-98.681	-10.5739	-93.4206	-5.3135699999999995	superior	3.8036558639223004
2726	-96.5357	-8.47919	-92.7919	-4.73546	-104.70200000000001	-16.6451	inferior	3.9971003904053672
2727	-96.5136	-8.94776	-92.4182	-4.8524	-101.022	-13.4563	inferior	3.373434852546917
2728	-96.9567	-9.048580000000001	-99.5844	-11.6763	-93.0337	-5.12564	superior	3.7611341768519595
2729	-97.4212	-9.19849	-98.3722	-10.1495	-93.7082	-5.4855	superior	3.7947085415466644
2730	-98.4602	-9.98391	-96.4149	-7.9385699999999995	-94.7007	-6.224419999999999	superior	4.019573154954144
2731	-96.4109	-8.90414	-92.3164	-4.80966	-101.421	-13.9147	inferior	3.5328288939863155
2732	-96.3421	-8.85244	-92.2887	-4.79908	-101.663	-14.1732	inferior	3.727927805149749
2733	-97.9716	-9.534839999999999	-97.1886	-8.75186	-94.3704	-5.93365	superior	3.957749322966304
2734	-96.3046	-8.67915	-92.3189	-4.69342	-103.682	-16.0569	inferior	3.9241767529182816
2735	-96.1854	-8.54153	-92.4065	-4.76264	-103.529	-15.8853	inferior	3.8034259183691974
2736	-96.5269	-8.45457	-92.8184	-4.746	-104.71600000000001	-16.6436	inferior	4.000277220546112
2737	-98.2999	-9.83549	-96.6921	-8.227689999999999	-94.5656	-6.10123	superior	3.9940553769191944
2738	-96.9362	-9.079	-99.7236	-11.8664	-92.9297	-5.0724800000000005	superior	3.7613590369801306
2739	-96.617	-8.94346	-92.6125	-4.93899	-100.56	-12.8864	central	3.1807962789757074
2740	-96.7301	-8.87237	-99.955	-12.0973	-92.9675	-5.10975	superior	3.743232059401876
2741	-96.1942	-8.69208	-92.3159	-4.81381	-102.12700000000001	-14.6249	inferior	3.7434547839979055
